Country,Latitude,Longitude,CAT,Category,ACT,Activity,UNIT,Unit,VAR,Variable,SRC,Source,TIME,Time,Value,Flag Codes,Flags
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR228,Food Waste - Avoidable,SOURCE76,SMED,2010,2010,35,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR405,Food Waste in total food waste,SOURCE76,SMED,2010,2010,67,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR228,Food Waste - Avoidable,SOURCE76,SMED,2010,2010,25.15427922,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR228,Food Waste - Avoidable,SOURCE89,Williams et al (2011),2010,2010,25.26137787,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYHOUSEHOLD,kg/household,FWVAR228,Food Waste - Avoidable,SOURCE89,Williams et al (2011),2010,2010,85.0012459,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYHOUSEHOLDBYWEEK,kg/household/week,FWVAR228,Food Waste - Avoidable,SOURCE89,Williams et al (2011),2010,2010,1.634639344,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,134000,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,353300,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,386011,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,490144,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,446940,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,312940,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,14,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,39,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,43,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,53,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,48,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,33,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR243,Food Waste - Cereals - Excluding Beer,SOURCE31,FAO - Food balance sheets 2009,2009,2009,139000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR266,Food Waste - Eggs,SOURCE31,FAO - Food balance sheets 2009,2009,2009,2000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR287,Food Waste - Fruits - Excluding Wine,SOURCE31,FAO - Food balance sheets 2009,2009,2009,37000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR335,Food Waste - Pulses,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR347,Food Waste - Starchy Roots,SOURCE31,FAO - Food balance sheets 2009,2009,2009,85000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR351,Food Waste - Sugarcrops,SOURCE31,FAO - Food balance sheets 2009,2009,2009,6000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR355,Food Waste - Treenuts,SOURCE31,FAO - Food balance sheets 2009,2009,2009,1000,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,COMBINEDPOST-PRODUCTIONANDPRE,Combined : Post-production and Pre-consumption,TONNES,tonnes,FWVAR358,Food Waste - Vegetables,SOURCE31,FAO - Food balance sheets 2009,2009,2009,70000,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,292908,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,452781,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,601327,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,601327,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,534165,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,79136,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,145013,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,145013,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,241257,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,31,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,50,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,66,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,65,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,57,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,9,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,16,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2008,2008,16,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORMANUF,Combined: Eurostat proxy for manufacturing of food products - includes tobacco,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,26,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,168047,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,428697,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,428697,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,380584,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,448454,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2004,2004,190,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR12,Animal waste of food preparation and products,SOURCE30,EUROSTAT,2006,2006,190,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,TONNES,tonnes,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,280407,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR2,Animal and mixed food waste,SOURCE30,EUROSTAT,2010,2010,18,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2004,2004,48,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2006,2006,47,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2008,2008,41,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR3,Animal and mixed food waste; vegetal waste,SOURCE30,EUROSTAT,2010,2010,48,,
Sweden,60.1282,18.6435,WIG,2. Waste in general,COMBINEDEUROSTATPROXYFORSERVI,Combined: Eurostat proxy for services,KGBYCAPITA,kg/capita,FWVAR521,Vegetal waste,SOURCE30,EUROSTAT,2010,2010,30,,
Sweden,60.1282,18.6435,FLFW,1. Food loss - Food waste,TOTAL,Total,TONNES,tonnes,FWVAR213,Food Waste,SOURCE62,OECD,2010,2010,1010000,,
Switzerland,46.8182,8.2275,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,TONNES,tonnes,FWVAR417CHE,household food waste ,SOURCE81,Swiss Federal Office for the Environment FOEN,2012,2012,251000,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2007,2007,1498624.628,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2008,2008,1468180.941,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2009,2009,1706558.138,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2010,2010,1654499,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2011,2011,1789391.598,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR412TUR,Harvest Losses - Cereals,SOURCE84,TURKSTAT,2012,2012,1677868.88,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2000,2000,536510.7,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2001,2001,545996.9,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2002,2002,526502,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2003,2003,578696,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2004,2004,570856,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2005,2005,640979,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2006,2006,596168,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2007,2007,650808,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2008,2008,762551.225,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2009,2009,817143.0535,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2010,2010,840352,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2011,2011,848634,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR413TUR,Harvest Losses - Fruits nuts and beverage crops,SOURCE84,TURKSTAT,2012,2012,882095,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2007,2007,670061.717,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2008,2008,717587.84,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2009,2009,707312.107,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2010,2010,678541.658,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2011,2011,720826.217,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,AGRICULTURALPRODUCTION,Agricultural production,TONNES,tonnes,FWVAR414TUR,Harvest Losses - Vegetables,SOURCE84,TURKSTAT,2012,2012,740843.037,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR239,Food Waste - Bread ,SOURCE45,Hacettepe University,2005,2005,6.379027854,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR242,Food Waste - Cereals ,SOURCE45,Hacettepe University,2005,2005,0.598033861,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR244,Food Waste - Cheese ,SOURCE45,Hacettepe University,2005,2005,1.614691426,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR267,Food Waste - Eggs ,SOURCE45,Hacettepe University,2005,2005,2.033315128,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR270,Food Waste - Fats ,SOURCE45,Hacettepe University,2005,2005,0.897050792,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR271,Food Waste - Fish ,SOURCE45,Hacettepe University,2005,2005,4.764336428,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR281,Food Waste - Fruit ,SOURCE45,Hacettepe University,2005,2005,35.38367013,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR295,Food Waste - Legumes/seeds ,SOURCE45,Hacettepe University,2005,2005,0.956854178,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR302,Food Waste - Milk and yogurt  ,SOURCE45,Hacettepe University,2005,2005,5.541780448,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR328,Food Waste - Poultry ,SOURCE45,Hacettepe University,2005,2005,7.41561988,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR337,Food Waste - Red meat,SOURCE45,Hacettepe University,2005,2005,0.179410158,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR349,Food Waste - Sugar,SOURCE45,Hacettepe University,2005,2005,0.059803386,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,PCT,%,FWVAR358,Food Waste - Vegetables,SOURCE45,Hacettepe University,2005,2005,34.1876024,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR43,Discarded food,SOURCE45,Hacettepe University,2005,2005,116.362,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR213,Food Waste,SOURCE45,Hacettepe University,2005,2005,0.5017,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR214TUR,Food Waste -  Bread,SOURCE45,Hacettepe University,2005,2005,0.032,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR215TUR,Food Waste -  cereals,SOURCE45,Hacettepe University,2005,2005,0.003,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR216TUR,Food Waste -  cheese,SOURCE45,Hacettepe University,2005,2005,0.0081,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR217TUR,Food Waste -  eggs,SOURCE45,Hacettepe University,2005,2005,0.0102,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR218TUR,Food Waste -  fats,SOURCE45,Hacettepe University,2005,2005,0.0045,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR219TUR,Food Waste -  fish,SOURCE45,Hacettepe University,2005,2005,0.0239,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR220TUR,Food Waste -  Fruit,SOURCE45,Hacettepe University,2005,2005,0.1775,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR221TUR,Food Waste -  legumes/seeds,SOURCE45,Hacettepe University,2005,2005,0.0048,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR222TUR,Food Waste -  poultry,SOURCE45,Hacettepe University,2005,2005,0.0372,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR223TUR,Food Waste -  red meat,SOURCE45,Hacettepe University,2005,2005,0.0009,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR224TUR,Food Waste -  Sugar,SOURCE45,Hacettepe University,2005,2005,0.0003,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR239,Food Waste - Bread ,SOURCE45,Hacettepe University,2005,2005,11.68,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR242,Food Waste - Cereals ,SOURCE45,Hacettepe University,2005,2005,1.095,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR244,Food Waste - Cheese ,SOURCE45,Hacettepe University,2005,2005,2.9565,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR254TUR,Food Waste - Dairy milk and yogurt,SOURCE45,Hacettepe University,2005,2005,0.0278,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR267,Food Waste - Eggs ,SOURCE45,Hacettepe University,2005,2005,3.723,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR270,Food Waste - Fats ,SOURCE45,Hacettepe University,2005,2005,1.6425,,
Turkey,38.9637,35.2433,FLFW,1. Food loss - Food waste,HOUSEHOLDS,Households,KGBYCAPITA,kg/capita,FWVAR271,Food Waste - Fish ,SOURCE45,Hacettepe University,2005,2005,8.7235,,
